0.072,0,32
0.072,0,32
0.072,0,32
0.072,0,32
0.072,0,32
0.072,0,32
0.072,0,32
0.072,0,32
0.072,0,32
0.072,0,32
0.072,10,29
0.072,10,29
0.072,10,29
0.072,10,29
0.072,10,29
0.072,10,29
0.072,10,29
0.072,10,29
0.072,10,29
0.072,10,29
0.072,20,30
0.072,20,30
0.072,20,30
0.072,20,30
0.072,20,30
0.072,20,30
0.072,20,30
0.072,20,30
0.072,20,30
0.072,20,30
0.072,30,21
0.072,30,21
0.072,30,21
0.072,30,21
0.072,30,21
0.072,30,21
0.072,30,21
0.072,30,21
0.072,30,21
0.072,30,21
0.072,40,26
0.072,40,26
0.072,40,26
0.072,40,26
0.072,40,26
0.072,40,26
0.072,40,26
0.072,40,26
0.072,40,26
0.072,40,26
0.072,50,21
0.072,50,21
0.072,50,21
0.072,50,21
0.072,50,21
0.072,50,21
0.072,50,21
0.072,50,21
0.072,50,21
0.072,50,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,60,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,70,21
0.072,80,2
0.072,80,2
0.072,80,2
0.072,80,2
0.072,80,2
0.072,80,2
0.072,80,2
0.072,80,2
0.072,80,2
0.072,80,2
0.072,90,6
0.072,90,6
0.072,90,6
0.072,90,6
0.072,90,6
0.072,90,6
0.072,90,6
0.072,90,6
0.072,90,6
0.072,90,6
0.072,100,2
0.072,100,2
0.072,100,2
0.072,100,2
0.072,100,2
0.072,100,2
0.072,100,2
0.072,100,2
0.072,100,2
0.072,100,2
0.072,110,4
0.072,110,4
0.072,110,4
0.072,110,4
0.072,110,4
0.072,110,4
0.072,110,4
0.072,110,4
0.072,110,4
0.072,110,4
0.072,120,20
0.072,120,20
0.072,120,20
0.072,120,20
0.072,120,20
0.072,120,20
0.072,120,20
0.072,120,20
0.072,120,20
0.072,120,20
0.072,130,2
0.072,130,2
0.072,130,2
0.072,130,2
0.072,130,2
0.072,130,2
0.072,130,2
0.072,130,2
0.072,130,2
0.072,130,2
0.072,140,20
0.072,140,20
0.072,140,20
