0.072,0,53
0.072,0,53
0.072,0,53
0.072,0,53
0.072,0,53
0.072,0,53
0.072,0,53
0.072,0,53
0.072,0,53
0.072,0,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,10,53
0.072,20,51
0.072,20,51
0.072,20,51
0.072,20,51
0.072,20,51
0.072,20,51
0.072,20,51
0.072,20,51
0.072,20,51
0.072,20,51
0.072,30,52
0.072,30,52
0.072,30,52
0.072,30,52
0.072,30,52
0.072,30,52
0.072,30,52
0.072,30,52
0.072,30,52
0.072,30,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,40,52
0.072,50,50
0.072,50,50
0.072,50,50
0.072,50,50
0.072,50,50
0.072,50,50
0.072,50,50
0.072,50,50
0.072,50,50
0.072,50,50
0.072,60,52
0.072,60,52
0.072,60,52
0.072,60,52
0.072,60,52
0.072,60,52
0.072,60,52
0.072,60,52
0.072,60,52
0.072,60,52
0.072,70,51
0.072,70,51
0.072,70,51
0.072,70,51
0.072,70,51
0.072,70,51
0.072,70,51
0.072,70,51
0.072,70,51
0.072,70,51
0.072,80,53
0.072,80,53
0.072,80,53
0.072,80,53
0.072,80,53
0.072,80,53
0.072,80,53
0.072,80,53
0.072,80,53
0.072,80,53
0.072,90,52
0.072,90,52
0.072,90,52
0.072,90,52
0.072,90,52
0.072,90,52
0.072,90,52
0.072,90,52
0.072,90,52
0.072,90,52
0.072,100,53
0.072,100,53
0.072,100,53
0.072,100,53
0.072,100,53
0.072,100,53
0.072,100,53
0.072,100,53
0.072,100,53
0.072,100,53
0.072,110,54
0.072,110,54
0.072,110,54
0.072,110,54
0.072,110,54
0.072,110,54
0.072,110,54
0.072,110,54
0.072,110,54
0.072,110,54
0.072,120,47
0.072,120,47
0.072,120,47
0.072,120,47
0.072,120,47
0.072,120,47
0.072,120,47
0.072,120,47
0.072,120,47
0.072,120,47
0.072,130,53
0.072,130,53
0.072,130,53
0.072,130,53
0.072,130,53
0.072,130,53
0.072,130,53
0.072,130,53
0.072,130,53
0.072,130,53
0.072,140,47
0.072,140,47
0.072,140,47
0.072,140,47
0.072,140,47
0.072,140,47
0.072,140,47
0.072,140,47
0.072,140,47
0.072,140,47
0.072,150,45
0.072,150,45
0.072,150,45
0.072,150,45
0.072,150,45
0.072,150,45
0.072,150,45
0.072,150,45
0.072,150,45
0.072,150,45
0.072,160,52
0.072,160,52
0.072,160,52
0.072,160,52
0.072,160,52
0.072,160,52
0.072,160,52
0.072,160,52
0.072,160,52
0.072,160,52
0.072,170,53
0.072,170,53
0.072,170,53
0.072,170,53
0.072,170,53
0.072,170,53
0.072,170,53
0.072,170,53
0.072,170,53
0.072,170,53
0.072,180,51
0.072,180,51
0.072,180,51
0.072,180,51
0.072,180,51
0.072,180,51
0.072,180,51
0.072,180,51
0.072,180,51
0.072,180,51
0.072,190,53
0.072,190,53
0.072,190,53
0.072,190,53
0.072,190,53
0.072,190,53
0.072,190,53
0.072,190,53
0.072,190,53
0.072,190,53
0.072,200,52
0.072,200,52
0.072,200,52
0.072,200,52
0.072,200,52
0.072,200,52
0.072,200,52
0.072,200,52
0.072,200,52
0.072,200,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,210,52
0.072,220,51
0.072,220,51
0.072,220,51
0.072,220,51
0.072,220,51
0.072,220,51
0.072,220,51
0.072,220,51
0.072,220,51
0.072,220,51
0.072,230,52
0.072,230,52
0.072,230,52
0.072,230,52
0.072,230,52
0.072,230,52
0.072,230,52
0.072,230,52
0.072,230,52
0.072,230,52
