0.01,0,0
0.015,0,2
0.02,0,16
0.025,0,16
0.03,0,16
0.035,0,16
0.04,0,17
0.045,0,17
0.05,0,16
0.055,0,17
0.06,0,17
0.065,0,15
0.07,0,16
0.075,0,20
0.08,0,21
0.085,0,31
0.09,0,30
0.095,0,41
0.01,50,0
0.015,50,1
0.02,50,3
0.025,50,14
0.03,50,16
0.035,50,15
0.04,50,16
0.045,50,16
0.05,50,15
0.055,50,16
0.06,50,16
0.065,50,15
0.07,50,107
0.075,50,28
0.08,50,25
0.085,50,37
0.09,50,41
0.095,50,41
0.01,100,0
0.015,100,2
0.02,100,40
0.025,100,17
0.03,100,24
0.035,100,23
0.04,100,19
0.045,100,16
0.05,100,20
0.055,100,22
0.06,100,24
0.065,100,24
0.07,100,127
0.075,100,47
0.08,100,44
0.085,100,44
0.09,100,42
0.095,100,41
0.01,150,0
0.015,150,0
0.02,150,6
0.025,150,18
0.03,150,21
0.035,150,20
0.04,150,20
0.045,150,19
0.05,150,18
0.055,150,17
0.06,150,19
0.065,150,77
0.07,150,104
0.075,150,23
0.08,150,21
0.085,150,43
0.09,150,41
0.095,150,41
0.01,200,0
0.015,200,0
0.02,200,9
0.025,200,13
0.03,200,18
0.035,200,11
0.04,200,23
0.045,200,24
0.05,200,23
0.055,200,26
0.06,200,24
0.065,200,28
0.07,200,128
0.075,200,47
0.08,200,44
0.085,200,43
0.09,200,43
0.095,200,41
0.01,250,0
0.015,250,1
0.02,250,11
0.025,250,20
0.03,250,21
0.035,250,42
0.04,250,26
0.045,250,26
0.05,250,30
0.055,250,29
0.06,250,87
0.065,250,75
0.07,250,23
0.075,250,21
0.08,250,29
0.085,250,43
0.09,250,41
0.095,250,41
0.01,300,0
0.015,300,0
0.02,300,25
0.025,300,8
0.03,300,20
0.035,300,20
0.04,300,90
0.045,300,94
0.05,300,90
0.055,300,89
0.06,300,83
0.065,300,74
0.07,300,106
0.075,300,41
0.08,300,39
0.085,300,44
0.09,300,44
0.095,300,41
0.01,350,0
0.015,350,1
0.02,350,20
0.025,350,20
0.03,350,23
0.035,350,23
0.04,350,25
0.045,350,25
0.05,350,28
0.055,350,12
0.06,350,12
0.065,350,17
0.07,350,18
0.075,350,47
0.08,350,43
0.085,350,43
0.09,350,43
0.095,350,41
0.01,400,0
0.015,400,1
0.02,400,41
0.025,400,16
0.03,400,11
0.035,400,9
0.04,400,7
0.045,400,5
0.05,400,14
0.055,400,6
0.06,400,8
0.065,400,21
0.07,400,126
0.075,400,47
0.08,400,43
0.085,400,42
0.09,400,43
0.095,400,41
0.01,450,0
0.015,450,1
0.02,450,52
0.025,450,23
0.03,450,25
0.035,450,25
0.04,450,24
0.045,450,18
0.05,450,19
0.055,450,18
0.06,450,19
0.065,450,26
0.07,450,127
