0.072,0,21
0.072,10,24
0.072,20,21
0.072,30,31
0.072,40,26
0.072,50,29
0.072,60,31
0.072,70,30
0.072,80,51
0.072,90,46
0.072,100,51
0.072,110,50
0.072,120,27
0.072,130,51
0.072,140,27
0.072,150,24
0.072,160,47
0.072,170,51
0.072,180,48
0.072,190,51
0.072,200,50
0.072,210,50
0.072,220,49
0.072,230,48
0.072,240,49
0.072,250,25
0.072,260,50
0.072,270,50
0.072,280,50
0.072,290,50
0.072,300,24
0.072,310,50
0.072,320,51
0.072,330,51
0.072,340,49
0.072,350,50
0.072,360,49
0.072,370,49
0.072,380,49
0.072,390,49
0.072,400,51
0.072,410,49
0.072,420,51
0.072,430,51
0.072,440,49
0.072,450,52
0.072,460,51
0.072,470,51
0.072,480,49
0.072,490,49
0.072,500,51
0.072,510,50
0.072,520,49
0.072,530,50
0.072,540,48
0.072,550,49
0.072,560,49
0.072,570,48
0.072,580,50
0.072,590,51
0.072,600,50
0.072,610,50
0.072,620,50
0.072,630,50
0.072,640,50
0.072,650,50
0.072,660,50
0.072,670,47
0.072,680,50
0.072,690,49
0.072,700,50
0.072,710,48
0.072,720,50
0.072,730,48
0.072,740,47
0.072,750,50
0.072,760,50
0.072,770,50
0.072,780,50
0.072,790,47
0.072,800,50
0.072,810,48
0.072,820,21
0.072,830,48
0.072,840,48
0.072,850,47
0.072,860,48
0.072,870,48
0.072,880,50
0.072,890,47
0.072,900,39
0.072,910,22
0.072,920,22
0.072,930,14
0.072,940,21
0.072,950,18
0.072,960,19
0.072,970,21
0.072,980,21
0.072,990,21
0.072,1000,47
0.072,1010,19
0.072,1020,21
0.072,1030,30
0.072,1040,22
0.072,1050,19
0.072,1060,28
0.072,1070,29
0.072,1080,27
0.072,1090,31
0.072,1100,31
0.072,1110,30
0.072,1120,29
0.072,1130,25
0.072,1140,28
0.072,1150,22
0.072,1160,41
0.072,1170,22
0.072,1180,22
0.072,1190,22
0.072,1200,18
0.072,1210,21
0.072,1220,30
0.072,1230,30
0.072,1240,21
0.072,1250,29
0.072,1260,31
0.072,1270,22
0.072,1280,30
0.072,1290,31
0.072,1300,29
0.072,1310,21
0.072,1320,28
0.072,1330,29
0.072,1340,27
0.072,1350,14
0.072,1360,20
0.072,1370,22
0.072,1380,22
0.072,1390,20
0.072,1400,21
0.072,1410,29
0.072,1420,29
0.072,1430,29
0.072,1440,31
0.072,1450,22
0.072,1460,22
0.072,1470,22
0.072,1480,23
0.072,1490,30
0.072,1500,29
0.072,1510,26
0.072,1520,21
0.072,1530,21
0.072,1540,31
0.072,1550,22
0.072,1560,22
0.072,1570,31
0.072,1580,31
0.072,1590,31
0.072,1600,26
0.072,1610,31
0.072,1620,31
0.072,1630,28
0.072,1640,28
0.072,1650,30
0.072,1660,28
0.072,1670,30
0.072,1680,32
0.072,1690,32
0.072,1700,31
0.072,1710,22
0.072,1720,28
0.072,1730,30
0.072,1740,32
0.072,1750,30
0.072,1760,32
0.072,1770,31
0.072,1780,31
0.072,1790,30
0.072,1800,32
0.072,1810,32
0.072,1820,32
0.072,1830,31
0.072,1840,21
0.072,1850,29
0.072,1860,32
0.072,1870,30
0.072,1880,31
0.072,1890,31
0.072,1900,32
0.072,1910,29
0.072,1920,32
0.072,1930,32
0.072,1940,32
0.072,1950,22
0.072,1960,30
0.072,1970,22
0.072,1980,32
0.072,1990,30
